transportmean_name,line_number,order_number,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
METRO,7,7_11,par_4_135,135,GARCIA NOBLEJAS,,40.42842,-3.6333,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7_12,par_4_136,136,ASCAO,,40.430209999999995,-3.64106,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7_13,par_4_78,78,PUEBLO NUEVO,Calle de Alcalá 372,40.43569,-3.6428199999999995,A,http://www.crtm.es,0,est_4_78,Europe/Madrid,0
METRO,7,7_14,par_4_138,138,BARRIO DE LA CONCEPCION,,40.4391,-3.6519999999999997,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7_15,par_4_139,139,PARQUE DE LAS AVENIDAS,,40.43945,-3.6629699999999996,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7_16,par_4_140,140,CARTAGENA,,40.43934,-3.67215,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7_17,par_4_64,64,AVENIDA DE AMERICA,Avda de América 9 A,40.43803,-3.6766400000000004,A,http://www.crtm.es,0,est_90_4,,0
METRO,7,7_18,par_4_142,142,GREGORIO MARANON,Calle de Miguel Ángel 29,40.43825,-3.6914800000000003,A,http://www.crtm.es,0,est_4_142,Europe/Madrid,2
METRO,7,7_19,par_4_143,143,ALONSO CANO,,40.43838,-3.69925,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7_20,par_4_41,41,CANAL,Calle de Bravo Murillo 40,40.43841,-3.70433,A,http://www.crtm.es,0,est_4_41,Europe/Madrid,2
METRO,7,7_21,par_4_145,145,ISLAS FILIPINAS,,40.43907,-3.7137300000000004,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7_22,par_4_122,122,GUZMAN EL BUENO,Calle de Guzmán el Bueno 118,40.44637,-3.7122900000000003,A,http://www.crtm.es,0,est_4_122,Europe/Madrid,2
METRO,7,7_23,par_4_147,147,FRANCOS RODRIGUEZ,,40.45648,-3.71239,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7_24,par_4_148,148,VALDEZARZA,,40.46482,-3.7159699999999996,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7_25,par_4_149,149,ANTONIO MACHADO,,40.47022,-3.71769,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7_26,par_4_150,150,PENAGRANDE,,40.47592,-3.71582,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7_27,par_4_151,151,AVENIDA DE LA ILUSTRACION,,40.4801,-3.7184,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7_28,par_4_152,152,LACOMA,,40.48502,-3.72305,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7_29,par_4_153,153,ARROYOFRESNO,,40.4909,-3.7260400000000002,A,http://www.crtm.es,0,,Europe/Madrid,0
